Applicant_Income,Loan_Amount,Credit_Score,Previous_Defaults,Interest_Rate,Loan_Purpose,Number_of_Dependents,Residence_Status,Home_Ownership,Employment_Type,Default
96367,28464,389,1,5.66,Home Improvement,1,Rented,Rent,Self-Employed,0
144873,35232,754,4,13.87,Business,3,Rented,Rent,Retired,0
91260,47481,631,3,8.5,Home Improvement,1,Owned,Mortgage,Self-Employed,1
140585,13488,647,2,3.11,Personal,1,Owned,Rent,Self-Employed,1
96619,39949,532,4,2.85,Business,0,Owned,Mortgage,Unemployed,0
131453,49362,401,1,8.56,Medical,4,Mortgaged,Mortgage,Salaried,0
39816,44932,780,4,9.33,Education,2,Owned,Rent,Unemployed,0
62240,23981,513,0,3.5,Education,4,Rented,Mortgage,Salaried,0
26276,5901,407,3,14.03,Medical,3,Rented,Mortgage,Unemployed,1
133939,27444,464,2,11.48,Personal,4,Mortgaged,Mortgage,Salaried,0
124199,47058,634,1,12.52,Medical,4,Mortgaged,Mortgage,Unemployed,1
99530,23061,385,4,9.8,Personal,3,Rented,Own,Self-Employed,1
43499,7881,723,2,10.79,Business,4,Mortgaged,Own,Self-Employed,0
108576,34863,663,3,7.35,Home Improvement,2,Rented,Own,Salaried,0
128856,10622,359,2,10.99,Home Improvement,1,Owned,Mortgage,Salaried,0
102495,6378,781,3,14.73,Medical,2,Rented,Rent,Salaried,0
141717,22632,549,3,10.6,Education,1,Mortgaged,Own,Self-Employed,0
91635,33311,416,3,6.77,Medical,1,Owned,Mortgage,Retired,0
127803,10650,844,4,6.07,Education,4,Rented,Own,Salaried,0
105112,47224,343,3,14.54,Medical,1,Mortgaged,Own,Salaried,0
55946,12036,808,2,4.81,Medical,3,Mortgaged,Own,Self-Employed,0
75204,44255,464,0,12.58,Home Improvement,2,Owned,Own,Unemployed,0
71886,27499,667,2,8.32,Education,1,Rented,Mortgage,Salaried,0
91652,42016,591,4,8.05,Home Improvement,4,Rented,Own,Salaried,0
35563,9603,585,3,11.84,Education,4,Mortgaged,Mortgage,Salaried,0
112324,32773,503,0,4.35,Business,4,Owned,Rent,Self-Employed,1
112464,24937,823,4,8.33,Business,0,Rented,Rent,Unemployed,0
121872,17632,420,1,2.95,Business,2,Owned,Own,Self-Employed,0
29847,35607,487,1,10.88,Personal,4,Mortgaged,Rent,Retired,1
46155,31337,312,1,3.23,Home Improvement,3,Rented,Rent,Retired,1
99671,5220,499,0,3.59,Home Improvement,4,Mortgaged,Mortgage,Self-Employed,0
136891,9818,755,2,13.06,Business,0,Rented,Mortgage,Unemployed,0
103310,12349,747,0,8.04,Medical,2,Mortgaged,Own,Self-Employed,1
87278,10618,370,0,5.01,Home Improvement,1,Rented,Rent,Salaried,0
38309,32464,429,0,9.91,Education,2,Owned,Rent,Salaried,1
20619,47624,342,1,8.99,Home Improvement,1,Rented,Mortgage,Self-Employed,0
103194,42344,819,2,7.64,Home Improvement,1,Rented,Own,Unemployed,0
70108,23255,312,0,13.82,Education,4,Mortgaged,Rent,Salaried,0
54707,29299,834,2,11.87,Business,3,Rented,Rent,Unemployed,1
40337,6462,601,3,4.39,Business,3,Rented,Own,Retired,1
145261,20905,826,0,9.63,Education,4,Rented,Mortgage,Retired,0
101537,29920,414,0,3.61,Home Improvement,0,Mortgaged,Mortgage,Unemployed,0
86504,21252,759,0,5.56,Home Improvement,1,Rented,Mortgage,Retired,1
67614,46004,804,3,13.87,Business,3,Owned,Rent,Salaried,0
111428,45581,607,3,8.28,Personal,2,Owned,Rent,Salaried,0
111155,39836,624,1,13.65,Business,0,Mortgaged,Mortgage,Retired,0
20281,10753,474,4,4.57,Education,4,Rented,Mortgage,Salaried,1
47420,45005,813,2,5.07,Personal,0,Mortgaged,Rent,Salaried,0
100896,19175,471,4,6.91,Personal,3,Rented,Mortgage,Salaried,0
59030,11191,801,0,7.08,Education,4,Mortgaged,Rent,Retired,0
21058,22898,633,0,11.82,Medical,3,Rented,Mortgage,Retired,0
106213,23982,583,1,9.99,Business,1,Rented,Mortgage,Self-Employed,0
96260,19622,774,4,9.42,Home Improvement,0,Mortgaged,Rent,Retired,1
48404,6001,353,0,10.03,Business,1,Mortgaged,Own,Retired,1
123482,48000,757,4,11.65,Education,2,Mortgaged,Mortgage,Self-Employed,0
125284,28283,719,1,13.66,Home Improvement,1,Rented,Own,Self-Employed,0
49856,26435,708,4,7.68,Medical,0,Mortgaged,Own,Salaried,0
29200,32223,603,2,12.54,Education,2,Rented,Mortgage,Unemployed,1
84178,42244,521,1,8.69,Business,3,Owned,Mortgage,Self-Employed,0
53997,35024,832,4,11.53,Personal,2,Owned,Own,Unemployed,1
45611,35734,457,0,13.44,Education,0,Rented,Own,Retired,0
139273,5515,647,3,2.9,Education,4,Rented,Mortgage,Salaried,1
61235,6191,458,3,9.33,Business,2,Mortgaged,Rent,Salaried,0
137428,37264,534,1,14.87,Medical,3,Rented,Mortgage,Self-Employed,1
55057,48628,704,3,8.7,Business,2,Rented,Rent,Unemployed,0
21239,11297,556,2,13.3,Business,1,Owned,Own,Unemployed,0
123674,32856,346,1,4.82,Medical,4,Mortgaged,Own,Unemployed,0
134474,13334,512,0,10.05,Medical,0,Mortgaged,Own,Unemployed,0
85661,29162,778,0,13.38,Education,4,Rented,Mortgage,Unemployed,1
146945,11008,786,1,7.89,Personal,1,Mortgaged,Rent,Salaried,0
65272,12987,641,3,8.58,Business,4,Owned,Mortgage,Unemployed,0
109393,35966,823,3,3.53,Personal,1,Owned,Own,Unemployed,0
81212,8332,802,0,3.03,Medical,2,Owned,Mortgage,Unemployed,1
144088,5787,305,2,8.36,Medical,0,Rented,Rent,Self-Employed,1
35398,43990,443,3,13.04,Business,1,Rented,Mortgage,Retired,1
140030,14873,560,2,14.14,Education,1,Owned,Mortgage,Salaried,0
76503,22006,531,3,10.73,Business,2,Owned,Rent,Retired,1
26638,25225,569,1,12.83,Education,1,Mortgaged,Rent,Self-Employed,0
26570,41444,746,4,11.69,Home Improvement,0,Mortgaged,Own,Retired,1
88785,40340,521,0,11.27,Education,3,Mortgaged,Rent,Self-Employed,0
29110,44683,351,1,12.11,Business,4,Mortgaged,Own,Self-Employed,1
125899,10033,415,3,8.82,Business,1,Owned,Mortgage,Retired,0
99141,12788,837,0,8.22,Education,4,Mortgaged,Own,Self-Employed,0
32115,20689,840,4,4.49,Personal,4,Owned,Mortgage,Self-Employed,0
59062,49220,318,4,13.05,Education,3,Owned,Rent,Salaried,0
42911,26598,691,3,3.06,Home Improvement,1,Rented,Own,Retired,0
124061,42480,718,0,5.84,Home Improvement,0,Mortgaged,Own,Unemployed,1
52556,34703,608,3,9.0,Personal,1,Owned,Own,Self-Employed,0
98131,5066,485,4,14.64,Home Improvement,4,Rented,Rent,Salaried,0
148335,12533,560,1,12.32,Business,2,Rented,Mortgage,Self-Employed,0
21969,20103,827,1,7.11,Personal,3,Owned,Own,Retired,0
63753,9616,572,2,11.42,Personal,0,Owned,Mortgage,Unemployed,1
102811,43498,459,4,14.14,Personal,0,Mortgaged,Mortgage,Self-Employed,0
24470,48492,523,4,9.24,Education,4,Mortgaged,Mortgage,Salaried,0
141863,16772,555,3,8.27,Education,0,Owned,Own,Retired,0
30225,28849,479,2,9.41,Personal,4,Owned,Mortgage,Retired,0
127860,17940,319,2,6.39,Home Improvement,0,Rented,Own,Unemployed,0
143008,21932,767,0,13.84,Business,0,Rented,Mortgage,Unemployed,0
127510,34769,509,3,12.47,Business,4,Rented,Mortgage,Unemployed,1
128295,29648,812,1,11.32,Education,3,Rented,Own,Retired,1
43196,37966,357,0,9.86,Medical,0,Rented,Own,Unemployed,1
125823,32777,392,2,14.62,Personal,1,Mortgaged,Rent,Unemployed,0
33669,37567,520,1,6.22,Medical,2,Rented,Rent,Retired,1
57380,22174,531,4,6.04,Business,4,Owned,Rent,Self-Employed,0
144398,47598,663,3,5.53,Education,0,Mortgaged,Mortgage,Salaried,0
130677,18798,673,2,11.77,Education,3,Rented,Rent,Salaried,0
135886,22558,755,4,12.47,Education,1,Rented,Rent,Salaried,1
146753,49237,387,2,9.96,Education,4,Rented,Rent,Self-Employed,0
68320,5178,319,1,10.65,Education,1,Owned,Mortgage,Retired,0
67414,25470,313,0,6.86,Personal,2,Rented,Rent,Retired,0
123542,22118,432,1,3.0,Medical,3,Owned,Own,Salaried,0
35577,27616,333,3,5.67,Business,4,Owned,Mortgage,Self-Employed,1
145354,5798,507,3,9.8,Business,4,Rented,Mortgage,Unemployed,1
108009,12601,498,2,12.66,Education,0,Rented,Own,Unemployed,1
146365,30363,454,1,12.21,Education,1,Mortgaged,Rent,Unemployed,0
75409,7795,377,0,4.74,Education,4,Mortgaged,Rent,Salaried,0
48625,36926,471,3,3.14,Home Improvement,1,Mortgaged,Own,Salaried,0
101040,42356,588,0,13.13,Business,2,Owned,Rent,Retired,0
44089,12297,844,4,3.44,Education,0,Rented,Rent,Salaried,0
56487,8084,719,2,7.42,Medical,2,Mortgaged,Rent,Salaried,0
85838,35329,306,0,3.68,Home Improvement,0,Owned,Mortgage,Unemployed,0
116999,16110,459,2,9.55,Personal,0,Mortgaged,Own,Self-Employed,0
130448,5731,539,4,7.04,Home Improvement,1,Mortgaged,Rent,Retired,0
114795,6129,722,0,5.03,Home Improvement,0,Rented,Own,Self-Employed,0
70138,33022,835,0,9.94,Home Improvement,2,Rented,Mortgage,Salaried,0
62823,6605,369,4,7.04,Medical,2,Owned,Rent,Unemployed,1
57208,16970,515,1,4.58,Business,2,Rented,Own,Retired,1
74061,48705,403,0,11.25,Education,1,Mortgaged,Mortgage,Unemployed,0
50659,49130,353,0,12.96,Medical,1,Owned,Mortgage,Self-Employed,1
149824,34265,629,3,5.92,Medical,3,Owned,Own,Unemployed,0
121376,37330,502,1,4.83,Education,4,Owned,Rent,Salaried,0
51890,7933,587,0,3.44,Home Improvement,3,Owned,Rent,Unemployed,1
99134,20187,344,4,9.1,Personal,3,Rented,Own,Self-Employed,0
67055,30791,497,2,12.89,Home Improvement,0,Mortgaged,Mortgage,Self-Employed,0
132269,29900,515,4,5.63,Home Improvement,0,Rented,Own,Salaried,1
39508,10074,780,1,8.26,Business,3,Rented,Own,Salaried,0
62287,31426,608,3,4.51,Home Improvement,4,Owned,Mortgage,Retired,1
98916,44867,734,3,7.55,Personal,3,Rented,Own,Self-Employed,1
46984,5893,631,3,2.69,Medical,1,Rented,Mortgage,Salaried,1
130169,39158,326,4,13.88,Home Improvement,2,Mortgaged,Mortgage,Retired,0
28125,24773,465,2,10.96,Medical,3,Owned,Own,Retired,1
56059,9239,617,2,6.66,Business,0,Rented,Own,Retired,1
89569,25863,573,0,13.51,Personal,4,Owned,Own,Retired,0
123409,8432,682,2,4.79,Education,0,Mortgaged,Rent,Self-Employed,1
37087,40139,664,2,3.48,Education,1,Rented,Mortgage,Self-Employed,0
126437,6515,402,0,14.28,Business,0,Mortgaged,Mortgage,Salaried,1
135262,36670,802,4,6.36,Personal,0,Mortgaged,Mortgage,Unemployed,0
25704,44094,672,4,14.2,Medical,4,Owned,Mortgage,Self-Employed,0
80576,19605,544,1,10.47,Business,4,Owned,Mortgage,Self-Employed,0
93384,10586,468,4,14.75,Home Improvement,0,Owned,Rent,Retired,0
107128,40685,717,3,11.92,Medical,0,Rented,Mortgage,Self-Employed,1
131279,36186,655,3,3.82,Home Improvement,3,Owned,Rent,Salaried,0
92460,31928,777,1,13.15,Home Improvement,1,Rented,Own,Unemployed,0
47208,37728,424,2,4.35,Medical,3,Mortgaged,Own,Salaried,0
138516,22551,836,1,11.15,Home Improvement,4,Owned,Rent,Self-Employed,1
149612,26493,701,0,8.76,Education,3,Mortgaged,Mortgage,Retired,0
105150,25711,816,1,11.35,Medical,3,Owned,Mortgage,Salaried,1
86024,25039,830,1,12.06,Business,0,Mortgaged,Mortgage,Unemployed,0
59882,41561,553,3,12.55,Education,0,Rented,Mortgage,Retired,0
45923,14947,420,0,12.94,Business,1,Mortgaged,Mortgage,Retired,0
146561,37335,331,0,13.09,Personal,2,Rented,Rent,Salaried,1
134044,20859,336,1,7.66,Business,2,Owned,Rent,Salaried,0
121477,28122,641,0,13.62,Medical,3,Owned,Rent,Retired,1
49165,6577,312,0,11.49,Business,1,Owned,Own,Unemployed,1
87203,47256,482,4,12.99,Personal,1,Rented,Own,Self-Employed,0
111749,33350,564,0,14.86,Home Improvement,4,Owned,Rent,Self-Employed,0
24114,46932,387,2,3.96,Medical,0,Rented,Rent,Salaried,0
84965,38798,761,0,7.13,Education,4,Rented,Own,Salaried,1
56321,36898,345,3,12.58,Education,2,Mortgaged,Rent,Salaried,0
93297,20881,691,4,3.58,Business,1,Owned,Own,Salaried,1
116652,15785,418,3,9.26,Education,2,Mortgaged,Own,Unemployed,0
119304,11691,830,3,13.23,Personal,0,Rented,Rent,Self-Employed,0
133942,22297,746,2,2.74,Education,0,Mortgaged,Rent,Retired,0
45426,11358,345,4,14.24,Business,0,Owned,Own,Self-Employed,0
37772,24581,807,1,14.73,Education,2,Rented,Rent,Salaried,0
123754,6462,825,0,6.53,Home Improvement,1,Mortgaged,Mortgage,Retired,1
23712,20511,302,2,12.08,Home Improvement,4,Owned,Own,Unemployed,1
21367,15570,327,2,4.09,Education,1,Owned,Own,Unemployed,0
126493,49414,680,1,12.16,Medical,1,Mortgaged,Mortgage,Salaried,0
127317,20474,456,2,8.52,Education,3,Rented,Mortgage,Salaried,0
135142,12037,810,1,13.25,Home Improvement,1,Owned,Mortgage,Self-Employed,1
111736,33129,632,1,5.16,Home Improvement,4,Rented,Rent,Salaried,1
71924,47267,413,1,10.91,Personal,3,Owned,Mortgage,Salaried,1
23726,18386,688,2,12.33,Business,1,Rented,Mortgage,Retired,1
109152,11221,786,1,5.03,Personal,3,Rented,Rent,Retired,0
47723,28474,549,2,12.73,Medical,1,Owned,Mortgage,Self-Employed,1
146969,45537,614,4,14.47,Business,0,Mortgaged,Own,Self-Employed,0
123110,26045,538,1,10.2,Education,0,Mortgaged,Mortgage,Unemployed,1
120494,30783,533,2,12.31,Education,1,Mortgaged,Mortgage,Retired,0
29108,45157,602,2,9.16,Medical,3,Rented,Rent,Retired,1
97714,9922,633,2,9.98,Home Improvement,4,Mortgaged,Rent,Self-Employed,0
55643,27706,412,0,2.67,Education,0,Mortgaged,Mortgage,Salaried,1
51324,47771,661,0,9.05,Personal,3,Owned,Mortgage,Unemployed,0
123896,37479,396,1,9.69,Home Improvement,4,Rented,Own,Salaried,0
103360,10178,315,4,10.88,Education,3,Mortgaged,Rent,Retired,1
130896,35022,675,1,4.62,Home Improvement,1,Owned,Own,Self-Employed,0
28927,20240,689,3,5.52,Business,0,Rented,Own,Unemployed,0
113680,31220,516,3,11.95,Education,0,Owned,Mortgage,Unemployed,0
116546,41736,698,4,4.6,Education,0,Mortgaged,Mortgage,Retired,0
42443,7716,559,4,7.7,Home Improvement,1,Rented,Mortgage,Unemployed,0
99973,21574,619,4,5.63,Business,4,Rented,Own,Self-Employed,1
83449,22719,495,0,9.31,Personal,4,Mortgaged,Own,Retired,0
129834,13181,777,0,14.84,Business,0,Owned,Rent,Self-Employed,1
125314,49066,717,3,13.15,Personal,4,Rented,Rent,Self-Employed,0
96743,25213,774,4,5.87,Medical,0,Rented,Rent,Retired,0
141805,11380,843,2,7.11,Business,4,Rented,Rent,Unemployed,0
80233,5615,530,3,13.98,Personal,0,Mortgaged,Rent,Retired,1
45537,5463,820,4,13.73,Home Improvement,4,Owned,Rent,Self-Employed,0
121293,36973,499,2,4.51,Personal,3,Mortgaged,Own,Self-Employed,0
97576,14158,320,4,12.87,Medical,0,Rented,Mortgage,Salaried,0
127522,25651,610,1,6.22,Personal,0,Owned,Rent,Self-Employed,1
42612,8158,733,2,9.3,Business,2,Owned,Own,Self-Employed,1
113977,25008,670,1,2.56,Personal,0,Mortgaged,Own,Self-Employed,1
26471,9938,377,0,14.98,Business,4,Mortgaged,Mortgage,Retired,1
55631,43185,841,3,12.01,Medical,3,Rented,Rent,Self-Employed,0
148449,27388,584,4,5.52,Personal,3,Mortgaged,Mortgage,Retired,0
128997,13881,439,3,11.05,Personal,4,Mortgaged,Mortgage,Retired,0
112059,10603,581,4,6.17,Medical,1,Mortgaged,Mortgage,Salaried,1
51348,39980,557,1,3.62,Personal,0,Mortgaged,Rent,Self-Employed,0
84732,27504,659,2,7.82,Business,3,Mortgaged,Rent,Self-Employed,0
21177,21766,739,2,10.17,Education,4,Rented,Rent,Self-Employed,0
24760,33386,569,4,3.62,Education,3,Owned,Own,Self-Employed,1
52779,16695,433,1,8.98,Business,3,Mortgaged,Own,Unemployed,0
41636,22796,403,4,8.94,Personal,4,Owned,Own,Self-Employed,0
101889,47543,394,4,10.36,Business,2,Owned,Rent,Salaried,0
73551,19559,779,4,5.56,Medical,3,Mortgaged,Mortgage,Retired,0
31556,43914,540,2,2.76,Business,3,Mortgaged,Mortgage,Unemployed,1
47598,38139,312,4,6.56,Education,1,Owned,Own,Self-Employed,1
31563,43333,446,2,7.48,Home Improvement,2,Rented,Mortgage,Salaried,0
66819,13802,394,0,10.45,Medical,1,Owned,Own,Self-Employed,1
129326,13307,592,1,14.13,Personal,4,Rented,Mortgage,Unemployed,0
93770,45205,324,0,5.04,Business,0,Owned,Rent,Unemployed,0
111055,38214,571,4,11.09,Medical,4,Mortgaged,Own,Salaried,0
46966,39159,804,2,3.72,Education,2,Rented,Own,Retired,0
140133,16516,465,1,4.88,Personal,4,Owned,Mortgage,Salaried,1
101709,34086,386,3,8.86,Business,2,Rented,Rent,Unemployed,0
79889,35480,790,1,11.35,Business,1,Mortgaged,Rent,Self-Employed,0
46987,49659,440,1,13.23,Personal,3,Rented,Rent,Unemployed,0
98714,43737,402,4,11.8,Home Improvement,4,Mortgaged,Rent,Self-Employed,0
124874,14265,525,0,2.69,Home Improvement,4,Mortgaged,Own,Salaried,0
78348,10454,593,0,11.05,Medical,3,Rented,Rent,Unemployed,0
44596,40918,605,3,12.81,Business,4,Mortgaged,Mortgage,Self-Employed,0
53174,31181,553,4,9.07,Medical,4,Mortgaged,Own,Retired,0
84106,20386,479,1,14.57,Personal,0,Mortgaged,Mortgage,Retired,0
127510,44182,339,0,2.55,Medical,0,Rented,Rent,Retired,0
89967,42425,819,0,12.73,Business,3,Mortgaged,Own,Self-Employed,0
79182,48254,845,2,6.69,Home Improvement,1,Owned,Mortgage,Unemployed,0
113300,29327,535,1,10.63,Home Improvement,4,Mortgaged,Rent,Unemployed,0
107163,26181,762,4,11.17,Personal,4,Owned,Own,Self-Employed,1
59310,26452,527,0,6.33,Education,1,Rented,Rent,Self-Employed,1
76088,43248,782,4,14.94,Medical,4,Owned,Rent,Salaried,1
148803,45801,729,1,3.79,Personal,1,Mortgaged,Rent,Self-Employed,0
28906,38751,321,1,4.46,Home Improvement,3,Mortgaged,Rent,Unemployed,1
56914,26991,642,0,13.65,Business,3,Mortgaged,Mortgage,Unemployed,0
130350,46311,339,3,3.99,Business,1,Mortgaged,Rent,Self-Employed,1
65379,14916,472,4,7.27,Education,1,Mortgaged,Own,Self-Employed,0
98612,15143,738,4,11.66,Education,2,Mortgaged,Mortgage,Self-Employed,0
134828,30855,478,2,12.39,Home Improvement,0,Rented,Rent,Salaried,0
147445,20581,432,1,14.43,Education,0,Mortgaged,Own,Unemployed,0
57650,6907,650,1,12.37,Education,4,Owned,Own,Unemployed,0
66881,34424,824,0,13.06,Business,4,Owned,Mortgage,Retired,1
66413,28308,839,0,14.37,Medical,1,Owned,Mortgage,Self-Employed,0
26012,46984,805,0,9.42,Business,1,Rented,Mortgage,Salaried,0
70115,46505,383,2,6.79,Business,0,Owned,Mortgage,Retired,0
27151,41942,763,3,12.02,Home Improvement,4,Owned,Rent,Salaried,0
77716,31957,642,0,4.54,Home Improvement,0,Owned,Mortgage,Self-Employed,0
113747,30464,579,0,3.35,Medical,3,Rented,Mortgage,Unemployed,0
112653,28649,562,0,12.32,Personal,0,Owned,Own,Salaried,0
56378,47065,465,2,14.38,Education,0,Owned,Mortgage,Self-Employed,1
62652,32125,592,4,8.03,Education,1,Rented,Own,Retired,1
92430,39758,808,3,4.51,Business,4,Mortgaged,Rent,Unemployed,0
33467,10596,525,4,8.71,Business,3,Owned,Own,Unemployed,0
51010,21374,469,1,7.42,Medical,0,Mortgaged,Rent,Self-Employed,1
148647,8775,747,1,7.16,Education,0,Owned,Own,Unemployed,0
141999,32388,801,0,10.35,Business,1,Rented,Own,Salaried,0
134793,26029,826,4,4.68,Business,2,Mortgaged,Mortgage,Unemployed,0
74691,23445,678,2,7.26,Home Improvement,4,Rented,Own,Salaried,1
84157,19645,500,3,13.36,Personal,4,Mortgaged,Rent,Retired,0
128177,36105,549,4,11.62,Medical,4,Rented,Own,Salaried,1
32289,18668,708,4,3.19,Personal,0,Mortgaged,Mortgage,Self-Employed,0
64976,20960,424,3,8.92,Personal,0,Mortgaged,Mortgage,Self-Employed,0
63596,16357,412,4,3.64,Medical,0,Mortgaged,Rent,Unemployed,1
43171,42203,436,4,14.47,Education,2,Owned,Mortgage,Salaried,1
120441,20804,795,3,5.56,Business,0,Mortgaged,Own,Retired,0
146296,19626,449,2,14.16,Medical,4,Mortgaged,Rent,Salaried,0
106365,33132,642,3,12.93,Business,4,Owned,Mortgage,Salaried,1
138218,12951,620,0,9.39,Home Improvement,1,Owned,Own,Salaried,0
119590,11449,831,0,6.7,Personal,2,Rented,Mortgage,Salaried,1
134014,24065,588,0,13.22,Home Improvement,3,Rented,Mortgage,Unemployed,0
64139,40967,788,0,4.41,Personal,0,Owned,Rent,Salaried,0
68713,44536,791,1,4.75,Education,3,Owned,Rent,Retired,0
49734,14130,551,2,5.31,Medical,0,Owned,Rent,Self-Employed,0
92588,28824,376,1,9.97,Education,2,Owned,Own,Self-Employed,0
83646,46401,691,4,6.43,Personal,2,Owned,Mortgage,Salaried,0
23654,41993,711,4,14.86,Home Improvement,4,Rented,Rent,Unemployed,1
109022,36875,472,3,4.94,Personal,2,Owned,Own,Self-Employed,0
38743,11054,500,0,12.57,Education,3,Owned,Own,Unemployed,1
68368,39273,516,3,3.7,Education,3,Rented,Own,Self-Employed,0
110025,46821,675,4,6.92,Home Improvement,2,Mortgaged,Mortgage,Salaried,1
94172,15832,310,0,5.55,Home Improvement,3,Rented,Rent,Self-Employed,0
26441,34670,311,2,14.71,Education,0,Rented,Mortgage,Retired,0
139735,27852,734,4,2.82,Personal,1,Owned,Own,Salaried,0
44611,28620,672,3,11.52,Personal,4,Mortgaged,Mortgage,Salaried,0
139891,33307,572,3,5.6,Medical,1,Rented,Rent,Retired,0
127971,6551,808,4,12.64,Education,3,Mortgaged,Own,Salaried,1
32149,32812,431,1,6.39,Medical,4,Rented,Mortgage,Self-Employed,0
120102,18799,618,2,4.84,Education,1,Owned,Rent,Retired,0
79189,31312,467,4,11.16,Medical,1,Rented,Rent,Unemployed,1
127904,44620,696,4,5.72,Business,3,Rented,Rent,Retired,0
41675,6449,479,3,8.57,Personal,4,Rented,Rent,Self-Employed,0
91031,29426,357,0,4.14,Personal,4,Mortgaged,Own,Unemployed,0
62668,40427,779,0,11.56,Business,1,Mortgaged,Own,Salaried,0
33673,45277,759,0,7.59,Home Improvement,4,Owned,Mortgage,Unemployed,0
149582,36551,360,3,4.26,Business,4,Mortgaged,Rent,Retired,0
96666,29277,668,0,11.77,Personal,0,Mortgaged,Rent,Salaried,0
108204,40489,420,4,3.79,Education,3,Mortgaged,Own,Retired,0
100758,14637,845,1,9.69,Medical,3,Owned,Mortgage,Retired,0
85429,48258,316,1,10.09,Personal,0,Owned,Mortgage,Retired,1
43669,40693,795,1,14.13,Business,1,Owned,Own,Retired,0
54068,14824,796,0,4.39,Education,2,Owned,Own,Self-Employed,0
108789,31950,804,1,10.67,Personal,1,Rented,Own,Unemployed,0
29435,28488,831,0,7.26,Business,0,Owned,Own,Retired,1
114088,44008,614,4,7.51,Personal,4,Owned,Own,Unemployed,0
72249,5215,368,4,8.77,Business,0,Rented,Own,Unemployed,0
57384,45067,460,3,5.42,Business,3,Rented,Mortgage,Self-Employed,0
148782,16523,444,3,8.26,Personal,4,Mortgaged,Own,Retired,0
101929,15364,684,2,11.09,Education,1,Mortgaged,Own,Retired,0
147959,8153,568,4,8.21,Personal,4,Owned,Mortgage,Unemployed,0
96153,28834,753,0,3.03,Personal,3,Mortgaged,Mortgage,Retired,0
124056,39474,817,2,5.72,Education,0,Rented,Rent,Salaried,1
95388,48066,649,4,6.89,Personal,1,Mortgaged,Rent,Self-Employed,0
51401,39335,409,0,6.93,Medical,2,Mortgaged,Mortgage,Salaried,1
145511,15400,782,4,3.51,Medical,2,Owned,Own,Salaried,0
91831,15345,706,4,8.12,Medical,0,Rented,Mortgage,Self-Employed,0
139503,38896,350,0,11.15,Business,1,Rented,Own,Retired,1
135760,24894,702,4,3.11,Home Improvement,1,Mortgaged,Own,Retired,0
121529,33899,775,4,11.89,Personal,4,Mortgaged,Own,Salaried,0
147834,45635,386,4,14.44,Home Improvement,0,Mortgaged,Mortgage,Retired,1
54084,33229,367,3,2.62,Medical,4,Owned,Own,Retired,1
140387,10583,341,1,4.92,Education,0,Mortgaged,Mortgage,Retired,1
130641,9897,356,4,9.29,Medical,3,Mortgaged,Own,Unemployed,1
125111,11001,495,0,5.23,Personal,0,Owned,Own,Salaried,0
75826,48881,361,4,12.06,Home Improvement,4,Rented,Mortgage,Unemployed,0
56451,9567,562,3,6.4,Home Improvement,1,Owned,Mortgage,Retired,0
27227,14271,411,3,6.17,Business,0,Mortgaged,Own,Self-Employed,0
